10000000 5000
5716133 9929483 200
4895544 5953407 18366
5220132 6781923 58760
3251171 5937555 10783
1048703 2894104 26839
4270812 6768872 20496
2162625 2937193 79700
7718334 8217615 63138
1870601 6268582 23788
1120390 9008608 48993
975755 1049873 81477
6392307 8461768 34883
4710673 6198251 33157
685785 1965773 70711
4096569 4859876 19414
1647039 6839760 88285
976608 3809664 41830
4543630 5056309 60163
3328564 5035799 47115
2337171 3959587 67504
3224932 5829277 17376
722761 2221583 95495
4173996 9448607 93746
134392 4407153 59518
577865 6747312 35746
313631 3587071 82784
4301916 4563678 92447
2136338 6260098 36077
5936613 7172136 64640
3648074 7483728 18162
151233 6873005 47438
6384961 7595765 69020
1769760 3596809 33978
4490555 6176913 84721
7350073 9271129 32032
102171 9584759 19102
1984956 6403026 82780
193755 2663124 19117
2946184 8599736 91253
6083464 9027176 39326
7445338 8751048 28683
1692776 7652360 24447
678148 1249168 10559
1628479 8256074 87471
2713200 8122499 74951
545233 8224669 59709
209624 1964335 62734
2919731 7947115 25857
5865914 6066233 41945
3873838 4893090 25408
2813164 4854779 92807
1141847 6547555 61518
9582647 9742054 10686
1370532 9793206 83111
4083732 8697029 5609
4628964 6871980 46630
6593298 7148041 56253
1310775 4540413 92335
652985 3122997 58249
6996834 8594930 67690
2326349 5136690 22468
2945849 5984548 70022
8083546 8407367 28428
7634405 7876751 98959
5117517 9090131 99042
3239478 8478462 28005
8142854 9586108 37655
8658714 9453628 94419
651049 2622964 17415
1025650 3734245 30600
6293340 8870934 73300
4333134 6415809 57847
2740501 5602183 41392
374905 4530611 34494
7345923 8008773 40976
1248251 4244965 19437
3350710 8289323 78642
2009423 8926978 32270
5176824 9137749 71585
6202473 9955164 5830
2495813 2802116 93115
7975416 8911621 26249
1649616 4513803 83101
891008 1560766 74357
3041855 8906688 83130
3151652 4282831 47732
3957326 6518621 14793
2884303 6897263 24216
2022051 9245885 17391
4217471 4493566 36215
5439653 9812033 32027
303801 8049120 59999
1953416 4991721 90154
4674822 5360775 50919
7249180 8402629 57606
5201812 7832310 25609
1720432 4696394 82935
1134046 4911187 83589
379931 9651755 21992
2085498 7113753 31909
721714 2553405 43942
602524 1853741 64094
6930093 8110597 17509
2785418 6520247 78283
34597 7671166 97264
245124 383258 99075
7596003 8487085 35858
686372 2507190 69903
4675296 5769962 49833
6760794 7908306 63585
4540215 7482507 33341
1852599 3500509 52217
2764603 8782691 62813
3982112 5302937 48230
2974102 3076748 99179
3090364 5735577 98788
4222662 8305791 94791
4909033 5241649 18332
3195346 3311552 9979
1103651 4277738 70772
2357675 8160218 53278
1660726 5507369 5877
6941681 9259586 88567
923792 3638751 7856
803333 6516891 98309
518864 2123606 33886
429396 617653 72899
828796 5671044 81931
1498948 6063480 93629
5973459 8293037 13631
650711 2644232 73848
6158079 9313862 50926
7836091 7934016 92606
1572766 5141011 32749
2376099 7748867 65992
2894962 5847176 89597
2197414 6028966 18993
2770313 9374113 6388
768597 5437592 5335
1962226 3927403 98371
6571634 9292209 65434
2266058 8401847 39864
1933336 8754290 73880
3895300 6025942 62997
3558691 4160518 55447
7693 2641035 66761
1330633 2205107 12078
449626 4975419 86191
7756014 8260367 23782
222592 9077702 51184
8692425 9514801 39169
1474211 4297210 57368
414076 6230545 11657
4772838 9804308 23308
847880 3283657 83825
3488915 9139105 91517
2922218 4819547 12975
2734296 7785524 4746
1920487 8057889 65112
7135590 9060622 4056
128158 8344367 35208
283680 2334929 32417
2749004 8841048 79313
5069663 8669057 52150
2392365 8353320 29
8776 2792542 88943
2930993 3200411 24841
5665288 5813387 10364
7585775 8434485 68253
6646396 6799597 20194
7903653 9290905 64560
3555213 9574584 99489
3503982 8415631 64844
9601039 9683295 50859
1993403 3151797 20530
4785944 7468179 29305
502707 5273474 60297
6316093 7898316 41936
4750577 8308680 44062
4066525 9293285 6809
4486530 7413480 97714
6394392 8041742 72297
1545724 7710233 4280
3745370 4291430 5318
6897167 8458641 15073
979171 4365345 17368
3508476 9638818 20074
53485 1485125 52518
878517 5127061 3094
171801 1387476 85971
101632 4294285 72500
6491999 9012376 30593
8264297 9238960 76316
968577 3530389 21686
1989029 5790247 35204
2605320 5484551 16900
6722689 8993026 72069
1342763 2994502 25554
637915 4795282 20422
2025390 5514728 92222
2817051 6319674 10206
2089551 2811673 38933
1920145 3592321 77892
4560897 5812813 24633
351143 3450851 30013
5472815 7986055 14564
2195503 9402955 23941
2975025 6054617 18443
3366250 9116931 56357
1397330 6137353 98098
4214380 5845927 17771
8172485 8820283 45795
740427 9511418 38115
89311 9069591 15363
2520442 6713944 82858
360309 506496 55672
2425803 6974873 67526
5098815 5400827 22142
6217258 7034109 4744
489967 3171461 18425
1533739 6788065 32804
1922188 9706224 53086
9217641 9867984 9864
3922451 9306951 79455
2537815 8537246 16248
6537025 8897555 22743
3492697 8388779 48545
3487593 5160223 65723
2221202 5398717 99831
1519813 2711168 87643
2015584 9038238 21382
3287395 6454124 27605
6322107 6356833 45245
2683050 2760909 68548
7815075 8078857 22145
4352099 5995105 36051
4417848 7844795 24830
5521369 7782746 28774
3436438 9064821 49976
4956250 7381005 77495
1385000 6510840 9431
2314586 4406382 63554
8671418 9650339 2012
3870819 4111937 62920
396837 1949675 77995
5218982 7944779 46445
3971386 4878979 91240
1112568 2661724 28960
1741342 4242896 65397
1623900 7107670 37999
3008900 7701518 65190
310949 9931633 96127
9374503 9581972 83896
6210260 9792867 54715
455787 6607096 4389
1450134 1826077 65520
6796580 8313814 44498
2504172 9426381 22573
1167723 6249484 65468
791744 3431234 5720
8085585 8493261 30971
8804209 9250775 62603
695063 5246902 60926
2430798 3004281 71185
5976420 6001865 78280
7426553 9006255 20709
2471775 6739484 50874
1760007 3332625 77255
6855198 8009491 61329
1440724 4620666 53072
9042738 9526308 62685
1293434 6473709 83245
6352665 9056687 94660
1487484 5813591 98940
5701 4001129 75359
8795761 9011955 18264
4000081 5416470 57747
2867345 7332705 17754
2260952 6704254 43596
2822281 3841271 84319
2884009 6691705 10626
1874069 9054390 4059
2737636 8226733 77097
6556676 9632296 64580
557804 2047588 86632
7922948 9353564 98586
3741212 7286386 15018
2670082 8815311 64074
4931033 5649417 68327
269665 493013 9598
6777332 6961369 93606
5104310 8532111 67674
3786098 4724721 94407
3401818 3418393 51082
6082751 7982332 25237
5905279 8769383 78800
2162842 2984322 65185
3494505 3715692 51618
1779767 9143921 82650
6548094 9636934 68666
5157692 8930617 30035
6551279 6651298 78497
2535325 3792351 64594
6646084 7194169 99338
4797166 5793271 81669
7079005 8538755 3300
63326 9117555 66141
3779018 9499093 60645
2550711 8075136 20918
3049714 4623229 74203
3818380 9780921 21171
4064767 8948570 72449
1483894 2843264 64800
7924210 8129977 75320
5443494 6423548 84942
2905218 6498600 63946
5616155 7808518 43624
7391011 7631599 38993
468009 2698661 14128
2688927 8264726 37356
4599458 7063130 34628
2884301 8664224 83198
4023840 7773103 83443
1948049 6454255 29772
4845927 8371597 89617
3793166 9030869 88217
2811167 4118035 20723
4025397 9171143 68673
4493405 9310136 83685
40616 9698683 48411
5394325 6761812 47868
528953 2162465 12091
2451919 7128503 52282
7728299 8906173 331
6268451 8974423 88279
5299319 5664040 97796
626837 1368609 15830
5205684 9797980 41226
1624467 6674357 50983
4181435 5874395 49665
822806 9575759 27829
370674 2621063 6645
1099117 9749566 58563
8367752 9994216 81087
5068083 8968638 49537
5172714 7149029 65207
8517638 9070510 8395
6239673 7086340 22726
1643918 5430382 47193
694901 1304776 28627
1960919 2127581 4385
5014606 9988748 41799
5211745 8630074 7716
370308 6997825 1931
4582259 9467747 70568
4833636 9754972 19597
8015195 8825481 53586
1823590 8428172 9610
2588442 7946317 39991
5799694 8209862 44766
138489 7760612 88698
265711 4159226 3303
3317377 5477455 49729
2225094 8364114 47553
348212 1127025 46164
1513946 5181847 17487
5713393 9049895 42968
7536983 7619833 87491
2429443 7999651 75932
2669435 6209512 91978
4214201 8864352 52589
402900 5539929 34652
4122555 8857305 28458
1082398 6472284 92572
4725775 8336190 57135
6239720 7298706 38982
5289614 6016193 68726
2909446 6075513 5708
4563005 5338888 21710
524674 8155289 47573
4738875 7547267 11924
7216209 7658126 68204
4297032 7150861 25509
3285668 5079319 24258
1621857 3888243 50032
3045379 8920562 6103
4936754 9900713 95716
1012267 2469439 21513
5091500 8091623 76753
5713210 8763263 1426
5060784 6310530 56652
3526738 5789060 14777
2057265 3193950 11809
789620 9699126 97476
939736 4677863 35684
6906121 7723241 72597
140305 9112224 25702
2609743 9124293 54320
4562158 7701242 45942
5338911 5930804 9205
3507939 6640338 36086
5196990 9296998 79175
3870614 3928120 73124
6086091 6956281 62743
3270109 7025827 56957
3722145 3931947 96549
3094742 5560522 36853
7201166 9920444 46596
274765 1763324 64189
1237059 9618586 11344
6258923 8446264 19282
3972265 4482350 16280
416736 6561525 3245
4351001 9889368 89336
2930097 3159476 15162
6187054 6881620 63460
2492713 9683604 40333
3320457 4929508 41499
2083405 5204272 4822
1063947 8957683 39759
5975291 7403946 98682
4402648 6910926 87298
3480524 4627206 20385
347877 8730451 9752
1436139 3277973 85579
1981378 8651301 83550
1664981 4831113 76262
6571447 7501790 5769
2101546 5512946 26393
3165492 8734120 84075
1573879 1657135 4372
3188913 8568060 7019
1292563 5711617 3895
6958419 9812948 51771
739052 8394558 46095
4824631 7045858 27472
4393323 8308181 92453
964769 6800795 10594
7706565 8994066 12139
7728185 8849310 93983
1818415 6433385 67469
3937757 5007328 35528
8361129 8816242 63496
1145542 6265024 21914
1884593 7033147 16471
1079242 6709224 78681
7106714 7533756 72003
4334551 7315519 53123
4557467 5026113 47188
3406776 7354605 75372
5364940 9840160 10138
5032409 6294268 33817
4655396 5784289 50059
2247785 3436771 95600
469917 8186051 96544
1549158 2518875 22119
1172224 6413908 55875
4702263 8487742 6777
3955386 6030207 64243
2202574 3384811 71018
694298 1266102 27529
1004436 8814862 38148
4599150 8838254 93544
8004665 9363286 46666
65688 5800265 32935
2584562 7996809 82092
1514821 1935281 70667
891156 6217083 58409
172468 6697933 88615
4891393 9578528 89777
5585690 5865898 55878
1993427 6590126 70739
6931575 7944731 86240
5949395 9041471 49525
4266011 7104490 31564
4779171 5637425 16126
6714451 8235869 30946
121958 2006537 64381
4264946 9336242 36848
5069913 8914769 28241
4780666 9259690 30282
4715568 9290444 36759
1502659 8738371 81489
296193 2888899 47235
6154776 7400682 29597
3038106 9486340 8768
3790327 7918818 39570
5796863 7866117 61528
2578160 4030498 97769
2883698 7648072 28890
6628291 6907761 9555
4139680 5958574 16351
4395333 5642338 54721
1047588 3293175 50913
7202363 8140410 51595
9205054 9770008 6052
8695128 9640224 96378
4334698 7506340 9592
96226 4053189 87751
6936886 7710348 35822
3565177 4239238 59934
2040102 8065145 99613
1181496 6435434 58302
3036217 9728608 22241
385370 7703483 40955
2671729 9771430 46009
1366856 7393834 86232
8217905 8806565 8923
6016157 8314131 62111
5803909 8540830 15348
2780067 5756083 80524
2616018 3361563 20625
4543059 6131983 72411
95627 7806638 17370
315461 528879 2739
86890 2969835 90819
7132196 7480724 57674
934780 6287288 75579
2243703 4819796 6061
122166 3140056 63242
4937514 8896139 59660
4028508 5834391 21222
160490 8771368 80632
660131 7967127 76259
1012358 2277502 8071
6498544 6796593 94961
3630739 3987413 92036
4565518 5061439 95675
4353370 9325572 15470
1964089 4475783 55526
3139025 6901602 68016
5252344 7098685 96523
6540064 6936260 73364
1316892 7200194 40491
8309503 9477695 69200
5617575 8790640 67743
2778052 5528888 98481
355842 2920924 80350
4709212 9116599 22273
2648421 9184994 86361
4840371 6803947 4314
1939055 4888315 73010
1391666 4484838 13073
2708558 6758203 13266
3534412 9515046 7313
3284246 9151986 97952
4680873 6068341 92355
118148 9966822 48196
1751098 3463524 57407
4399519 8802149 58753
3588510 3719817 99123
309176 8608132 54529
2282186 5609321 46195
795259 2367523 71104
4398920 9024878 5515
199517 6732191 73853
5746495 6267857 71077
7538850 8751030 89225
4730905 9687046 40322
3533053 9060806 56192
135911 7121562 76009
3535034 7430738 492
1389563 2229275 9812
3152110 5540886 93687
4565763 7623214 92606
1297953 5628730 8475
7818935 9560799 76331
4690012 7099648 43713
1679237 9303045 74617
2935912 8363850 7670
8499760 8592104 29231
4551145 7968113 76320
8457060 8468605 21947
1609169 7094770 62832
1748735 8088457 28594
3481063 9893816 42898
4105890 7712750 3696
2402761 8482222 19695
4081998 4125935 22739
4500552 7017909 86589
924574 8126364 2700
4470158 6094477 53845
5446478 7079433 10904
3684777 4174202 36424
4779010 4947609 85158
3292555 8260073 78973
4882314 5451805 91722
3364535 4655501 94483
6821 3475196 92832
1597936 7023725 27092
600877 7948298 53455
2418455 8103577 64283
381285 2673774 60068
5701030 6582413 50621
1530022 2853807 29631
7338928 9238965 6055
2790733 8034291 88368
4542365 7446233 52903
3437781 3453200 76075
7552068 8962384 16151
1489476 8152944 64449
4659284 8772872 99255
3962998 6439919 96891
5299987 9664027 79304
2517833 3366961 25677
3696592 4273150 64604
4802647 4823792 55336
791015 9366156 17921
2660270 5335708 55701
4298091 7052698 24120
8303919 8468849 93415
349650 2963202 82638
1919472 4648906 45635
4362149 9735811 9662
3102771 8141453 43846
6799362 8483482 33347
3648087 4118360 57138
1603423 4909374 39646
85996 9521344 75353
3393397 7138693 73443
7333869 8123893 77361
8473543 9427284 56914
2809923 5638800 76386
155558 2517300 12196
658753 9681572 14966
4241771 9142234 30679
3075118 5306672 49038
6732257 6910095 74763
2271903 8947790 60758
4857539 5663608 15802
837051 2191407 39695
1618691 6830765 29589
4428613 8304031 84740
7100522 9180417 2039
2308965 9298446 77143
3540216 8540283 35729
1570962 9131685 42400
5863941 8720000 52494
652195 5811116 16636
471874 8832154 74174
2185557 7304029 65580
2260076 9016321 622
5689665 7320351 29234
7274405 9017120 46108
1326084 3892796 44553
1169940 2382719 1120
105669 3953680 32804
4348069 5190032 13097
1001147 8016916 81643
633552 3989372 13797
1293400 8107726 99353
289658 6069827 32025
1759491 4090281 52375
1550247 4835867 85846
5198327 5443043 28282
2342880 6612982 11000
6718650 8060352 64679
393157 3583070 71062
1599985 3622606 88560
4749888 7504249 77932
2734398 5373965 87683
5663623 7633751 57510
2270255 4065776 33352
334504 7106121 99951
2304448 5620350 42993
4748632 7163679 72326
5224031 8775984 7327
6757016 8133539 6748
1756144 9928078 6733
1776744 6616639 56620
4511142 9810923 30585
4661244 6814958 10559
1243372 9888820 80813
1577875 4722173 3285
3622124 9714576 7732
481469 6979560 87763
5755543 6470147 28145
1693826 2512558 61683
500574 2440636 34178
907307 1573626 27273
3900900 8580280 54766
715857 1627217 16010
337776 604677 59381
3834941 7843201 53607
3981676 4438226 68182
4463144 7345959 47741
2450074 3449642 3284
2778219 5143467 15841
3756254 5644040 72828
9006784 9067699 62805
6034057 7647978 80056
88824 1791546 12265
1321186 4645673 16941
1280567 8480613 76493
2918838 5334174 58168
2781148 9102356 37663
2366450 5231221 87304
525791 1386086 47122
2918279 4282044 91161
3288827 6891108 75211
7470265 9322884 39540
1928059 1950322 31085
3249244 9662587 76757
495880 7046162 57369
1688725 2380335 92559
3999042 4346893 90058
6365491 6500908 37631
267928 2104564 63421
2851686 3186207 45465
77314 1759199 50643
63930 9734411 89878
4530603 7873951 34288
321389 4193189 83531
4898146 7205420 29692
471868 8894144 26378
5757388 8964427 41772
4774647 5270837 7262
6808468 6879210 91542
2247247 8871890 77748
4006446 7733707 71413
2400702 6257208 35342
6390581 6647510 65945
4824869 6968898 75485
1867044 9024753 97257
4855263 7754445 7752
3897176 6336041 81492
1606877 4038948 56138
3062562 8415345 51700
2354104 9803586 15298
53644 4831852 38095
2454345 9903265 95302
7554960 8844925 42812
6186146 9737257 28061
5210898 8629094 95104
4726351 5481694 50366
4750456 9378869 86406
531948 5934168 9635
1513082 3604438 24979
3556138 3867185 28564
1215389 8271437 98559
3635005 9509532 52903
1189964 9521187 97828
927220 6180351 325
9556314 9808412 11222
6799016 7819869 92915
1549471 8170235 88136
2081418 7372994 38655
5685856 8182629 51736
1758345 9923960 18921
1468876 2546133 50661
3067435 4572017 85665
4093203 7120338 75629
2534518 2789905 19200
2598316 4134843 75513
418184 946065 90881
1104771 5755333 40351
994116 2459821 38121
1693096 5098476 40328
1617055 9250213 15024
5602282 9785486 61157
1536147 8669716 49525
6921812 8306405 42727
840923 3497441 48983
6032994 7492117 63650
954534 5608507 98186
6709866 7015740 2956
1686038 9972444 13423
5010565 6784513 22870
767245 8551077 39924
8282269 8336562 58557
859778 9872708 28272
8009303 9310872 34676
1768382 5324664 91950
1357657 8317365 84067
9482516 9981016 38600
4579202 6498255 64817
2798510 6470698 50854
3997614 4528285 51718
4764858 7951155 2795
5507431 5563479 39356
6423256 8665988 28416
3010612 6948911 39287
5661640 8717292 80302
9153591 9551009 37959
2048376 2654010 20474
7108962 9143929 35080
4458790 8273779 22130
1503426 3640985 19743
5792703 9454580 953
6495498 7478362 64431
8051207 8660701 4038
1671312 9479623 52948
2735262 9849303 86592
3831916 9002893 53952
3769875 4173254 18679
1282215 5706701 62607
2072345 6658134 37748
4080264 5713329 41173
1506032 5500007 12104
6717312 8001529 90465
981743 8569087 51165
565061 6702134 38828
5816674 9371434 88130
3274378 9648590 7375
5934816 6728330 80628
1641517 4747009 79195
816002 4425968 51539
4896265 8563716 64868
2912623 4204889 70899
1816993 9629935 88779
3128029 9423810 74218
3174975 9830162 39278
1717948 3630155 55952
1418286 4992325 4541
1720655 3242013 39356
8984015 9238993 97224
3409983 6518188 13225
1973698 5869728 25841
934596 8694939 38464
21847 511931 84750
9626978 9935741 12778
5627067 7801196 59292
1773574 6540475 77239
3612779 5708211 69563
7817320 8950223 6569
473028 8189215 90584
4707403 7286605 16918
3093482 4916182 6967
6544429 7442024 1905
5396840 6566275 30188
2981590 8709604 82280
6210720 6510800 25698
5567626 9270012 99271
6563603 9180404 7481
6333167 9514075 74055
339736 2503454 79622
5846672 9790058 3376
4763590 7222592 96857
686910 7180967 41285
5094158 5305167 23911
435355 592099 33514
533987 6802818 60665
6259686 8589182 28290
5152784 6275309 8693
1485950 1999143 39119
4342038 6673198 42573
2705061 4569172 48982
7172548 9985003 71573
671912 5385757 68891
5977078 7627042 63048
1467305 8928785 55146
4017172 9462771 74316
3077837 8238808 63497
4514117 7706128 32632
4031173 6513259 18582
5702808 9870293 76971
2788332 8212866 82031
1378200 9960879 67033
5346636 9249774 55296
5490029 9335017 32374
1998066 6957334 77510
3490857 7769564 40280
343880 6568693 79088
4023729 4274820 9556
822345 2856362 39166
692637 5691296 41973
1421854 5384619 30304
2800053 5266650 7535
4566178 7650036 54170
3221684 3901195 60550
4770410 8415612 34235
5247920 8701527 25091
1561759 5188201 93784
5585487 5883641 84955
958200 1093197 7299
5332363 9165847 16287
4550465 7790688 38140
2333467 3037345 38193
8244880 9983502 20722
1315402 5721537 21916
491947 2392304 53879
426540 5739866 55406
3444418 4467983 17164
5078119 9328058 19002
2937606 9963075 93554
786320 5670374 59400
1093360 7103014 9865
4130704 7441154 43331
3095699 4891935 43184
3316422 8723688 64720
3632343 9954690 56666
5008570 6575234 96532
1043217 1280328 57301
6121335 6597492 1711
2532846 8600761 39316
6787487 9426400 41988
3890500 5485801 35347
1331653 8612018 82402
1555349 4427352 90688
6998533 7743773 30727
7698462 8163253 63069
2336272 5223383 54655
6503710 9732804 97871
5606457 5617553 35557
666751 808168 36318
93150 8947485 23804
2905825 8095302 14303
5441172 6707319 62307
779019 7139926 6010
6246966 7777551 49782
4077693 8457156 64596
793427 8057114 4330
1128121 3042582 8040
5242344 8649038 41944
5477902 9457206 8694
921042 6830572 18196
3826866 4970728 29849
1784389 4485031 53520
363690 8924314 32538
669701 7687631 26441
1235835 4281675 83596
2016783 2338788 93374
5983261 8021114 35955
1225604 3045506 84992
6203802 6703505 42197
28849 6050428 63238
1021155 3947045 6455
993246 8022537 90843
7263118 8386227 31508
1795657 9055927 19138
2808113 9138450 812
2422046 4824896 55952
2846009 9015420 39212
1167727 8407866 64815
4611667 9452719 68320
4640515 9711269 18747
1103911 8374507 56254
4613509 5897315 78790
1876626 2688158 65016
919667 6188634 37294
5327083 6838805 45407
265480 7039618 70302
1797251 2095570 32662
2964977 5651134 56879
2417696 7915949 68545
4645316 9400621 9060
5536174 6935721 29322
1433488 5491975 42830
2070765 4121646 19456
5041312 9552134 8089
4396468 6089428 35172
3952437 7951187 17003
4637841 8564358 14254
4215491 6686855 79230
2131440 7143734 13277
1532060 2212280 58592
984132 4437692 94766
6476106 7767014 44605
8226197 8546871 66250
8045653 8099004 23913
6570094 6704783 20381
421618 4655970 89169
1810162 4538622 53527
452876 8497017 85369
1848458 5640750 16808
7853029 8178088 65220
4807072 6636680 49351
3147798 5090438 25457
1092404 3316634 88679
3878638 5675006 4034
2965083 5298920 8816
1835653 3386701 81137
4841174 7925322 91299
894549 3894701 88315
2743006 9680071 29064
113231 3437445 98445
2590477 4594803 21868
5738274 7544155 12305
9347029 9485964 45290
2490995 7538387 40279
3595029 5353658 5362
3920197 7189310 92062
1417687 4546835 33735
8208986 8441536 44635
637958 6013653 3992
3267540 9459069 41437
757514 7862343 31913
1895735 7922849 86538
5608040 7408812 33567
7669683 9899806 88305
3609962 6011186 41962
2515324 9931382 47623
3865420 7323738 94457
57473 2074405 52344
604409 6202108 90301
63478 122453 74193
3337343 4963890 36535
2395803 5233077 59383
841117 8082341 84546
5632260 8510799 703
720565 4637112 11888
1162527 7152436 59621
1310150 4476173 25041
6004608 7049998 15797
4173304 5768457 20206
463606 5890909 83683
854798 5054151 21025
4990686 5766952 54102
3849293 5366421 11570
1997904 3150967 38720
2718469 3351670 75831
2079910 6397347 44618
223849 3255883 20791
8297276 8744808 87140
2918111 5413074 55596
5649632 5898068 46505
952218 3433315 17654
7070692 8459255 84606
3825675 5941146 50250
8169068 9492993 64505
5361014 8907788 99325
6799972 9957275 96672
1844590 3213158 36872
1510433 3881733 81679
2968873 9439858 99789
340822 5089489 97857
1039155 3603679 66426
237685 8109847 25681
122291 4050992 67707
4736412 8888893 60700
6160551 9653399 21713
2960522 5652724 95340
565748 7321464 8497
3719548 5702620 35281
6688421 9584299 75139
8900441 9545594 64627
3149272 4114650 3782
2797428 3386956 29980
6025599 7423109 97323
7430843 8390817 33734
1367869 9600593 94285
7769669 9705934 71158
8001274 8335416 8973
6554388 9509771 28521
7561405 8655038 33293
71830 2536544 78886
4186479 5117523 44509
6983907 8737657 47816
467637 6923367 89766
1281313 7830535 20609
4315047 9198403 21201
6025684 8904337 90869
3213195 9421962 42637
7722168 8931733 97024
6493137 8467041 68413
1546032 5900334 40243
5395572 9179906 43073
556433 7917563 26979
901551 9104250 50346
2182863 6194016 97232
3230977 9014262 95635
7352179 7556297 16323
1759400 3285843 38284
1008011 7018389 86368
1991403 6315413 95856
408089 9300179 41887
8320012 9840422 21793
7083495 8876445 55707
497046 3826827 57257
7493525 9207413 56472
2438390 8990757 87085
2306920 9686392 43381
4319067 6582671 29224
3601060 5857352 53586
8843720 9916472 61340
839577 1733002 69428
1573423 6897816 89440
1173270 2135961 82236
5000096 5291668 79281
1865278 2493620 3045
621750 1484376 41434
908835 3687120 64705
522538 1268568 47376
4914144 6379889 48435
2084082 7739961 81258
1095889 1245423 14260
3331203 7993704 4034
129665 1220643 77303
3019231 7937684 77398
2798512 9802961 87369
424710 4301558 88097
759344 3849896 75216
7634816 9524050 14105
2548959 7387778 93994
6336213 7149393 33954
7717471 8394815 29842
1726017 3348083 39897
552118 5463012 85913
8482242 8929421 23597
2306820 3797106 26557
615015 3210541 67619
3890710 5598638 33866
4190206 5931111 85033
3304312 3318888 50344
8798306 9655100 99736
4548612 9888923 10902
1394806 3237005 36918
6305474 8751055 16281
5234895 6236969 98523
58066 4176918 11980
1919827 3268606 26994
87446 1383596 17703
5573801 7137665 48814
1822698 8878112 84053
192769 1573042 55505
989130 7257732 44427
1168889 8800032 97783
853303 9919944 3257
8369584 8673264 54503
2850181 6884459 12568
7286359 9196439 97525
4639785 9890157 81120
3973841 7027821 54921
1366870 9239007 49384
5456264 7823060 58505
6445393 8578565 32588
1739344 5245425 1477
653480 8615079 37772
5873089 6984662 27387
6327592 6385473 93919
8098263 9356512 80277
2738048 8170389 70433
5851510 9228240 14605
1622783 8467246 81475
8788519 8806657 37738
6147024 9901574 99482
1640917 3279613 61258
4097442 4810748 76336
683836 4835214 77350
9278953 9527779 62822
6572872 8884290 61084
1153149 9571031 15483
5422540 5623583 43722
9561674 9638188 27319
7536015 8350192 33976
890105 7013568 35549
689588 2809532 92817
767198 6906973 3565
4258538 6943535 3752
2620885 3537490 31531
110361 7200059 32172
1263509 7361143 3202
2776627 9403443 42093
1557983 9936701 3766
5564021 9093997 70310
2500454 9997997 83877
4333546 5706393 93408
5342715 6473590 16732
5933476 8646280 75269
1070712 7666385 12758
3697916 8270770 39470
3646440 8148265 19330
649643 3441243 22773
3377943 8108088 97107
5128207 8941963 7455
498517 1456311 7908
5398746 5789856 14300
3108506 3648923 4242
241590 4811554 37717
2477938 9116859 8429
4045969 6175853 95550
2338645 9085439 43814
5504639 7904769 85056
3612726 8643894 79351
3457353 8740932 21313
1755800 7364809 77624
6289069 9670897 83831
919722 2779402 32753
2023964 3020991 44307
1578033 4654201 22244
2202814 8700169 14449
301959 1098365 53093
658531 723080 57731
1883325 3659940 86808
39291 5340678 44092
5221838 5360604 99891
1510906 4654580 70788
2430627 9738412 66541
987517 6970942 87532
7048176 8548975 58084
751788 5586773 58253
2817574 4366504 76563
2387019 5025035 99642
7461102 8684974 82967
6147910 8724264 39996
6092002 6601219 61833
308246 3772151 89090
1679034 6026914 36069
7014430 8345575 23362
549459 6578958 72336
2165730 7407544 40476
5482149 7499655 6979
3858712 9886673 48365
5474707 7347774 33338
6012035 8974026 73953
330374 2104037 91524
2412282 4392207 63674
4997649 6607667 90587
7469593 8033718 21368
557081 8019052 16677
4145769 7942947 82406
1002597 3425095 98412
9709577 9800158 85084
7791216 8474294 49209
5923985 9281593 61244
2097938 9611966 81632
4004172 9905814 10265
1485840 1518173 17931
2068242 6576427 87523
3714148 5141674 22926
7430825 9287443 65872
2806391 5829584 7318
1727996 2515967 23828
29433 3506613 31395
5678642 9430597 12988
4044886 9856238 24953
3950700 8654222 45477
5436539 9864487 63649
198770 4529318 31890
8002646 8243465 73564
3825572 8190641 77358
107797 4020224 100
2331467 8264572 32419
6871647 8294004 39031
6488997 9203043 69627
816031 8861587 14512
2040984 7515808 81563
2302813 7380295 18102
95416 1566462 63771
5414705 8098061 7235
4404621 4439985 14227
5198331 7064133 34451
8798431 9395599 99022
7430850 8783598 9377
7986640 9569881 98373
1139508 1319022 76311
5876357 9270373 92119
1351936 8179170 88765
1386390 9745631 84180
5950161 7676687 82241
1273748 2081307 22225
4787976 7279637 2709
2322427 8594420 98307
637801 6025269 81904
5595150 9763530 84895
5378255 9251009 3916
1037733 9854567 96625
1846686 2389669 75794
3735451 3776058 37776
5719631 9726219 14463
999966 8318224 12121
5356801 5787941 91758
626719 9459510 86177
3780871 5474170 27797
3544400 7756074 39298
3057322 8922655 90307
8777221 9677590 44391
2174215 3140258 34059
2850009 6875708 26469
5111690 8304138 69039
3429914 8918601 69004
4130722 8786714 73297
8246224 9138832 16367
2741361 3720393 97238
2369159 3992818 57989
2624809 9566491 80643
2131468 9244081 74215
2675860 3934647 14472
5609919 9301008 90179
7352740 7605145 18221
8821779 9040097 48134
3807136 5687170 51199
4580433 7342354 13774
83714 1013152 34166
4969224 8710390 43336
2468380 7594033 9826
2241852 7665375 70258
1639591 4917711 4905
3043982 8754063 5912
396721 5260595 27408
6878816 9218500 67504
3025635 4443302 54673
122419 794501 97026
1135570 7908276 97092
1258794 2362312 82667
1118482 4830691 93051
